代码,公司,层级,产品或IP名称,提及次数,首次出现PDF页,首次上下文,说明
002425,凯撒文化,核心,圣斗士星矢,3,11,款已于上半年启 动多轮测试，各项数据均达到公司预期。该产品预计将于下半年正式上线并开始贡献收入，进一步巩固 公司在SLG 领域的市场份额。 2、IP 业务 公司持续以精品IP 为核心推动价值释放，与日本集英社、东映动画、圆谷、SNK 等版权方保持合作， 已围绕《圣斗士星矢》《航海王》《幽游白书》《奥特曼》、SNK 经典格斗作品及《遮天》等取得游戏 改编或开发权益，覆盖动漫、特摄、经典游戏和网络文学等类型。 目前公司拥有《圣斗士星矢》《全明星觉醒》《奥特曼》《航海王》《幽游白书》等全球头部IP 资源，同时公司在国漫、小说等拥有多款人气IP 的游戏改编权，如《遮天》等，《遮天》是腾讯动漫 目前的主打动画作品之一，周播放,程序初筛，重点公司产品另行人工复核
002425,凯撒文化,核心,遮天,3,11,半年正式上线并开始贡献收入，进一步巩固 公司在SLG 领域的市场份额。 2、IP 业务 公司持续以精品IP 为核心推动价值释放，与日本集英社、东映动画、圆谷、SNK 等版权方保持合作， 已围绕《圣斗士星矢》《航海王》《幽游白书》《奥特曼》、SNK 经典格斗作品及《遮天》等取得游戏 改编或开发权益，覆盖动漫、特摄、经典游戏和网络文学等类型。 目前公司拥有《圣斗士星矢》《全明星觉醒》《奥特曼》《航海王》《幽游白书》等全球头部IP 资源，同时公司在国漫、小说等拥有多款人气IP 的游戏改编权，如《遮天》等，《遮天》是腾讯动漫 目前的主打动画作品之一，周播放量超5000 万，去重每周观看用户数达2000 万，主力用户18,程序初筛，重点公司产品另行人工复核
002425,凯撒文化,核心,遮天世界,3,10,"化、成熟产品稳健运营、海外市场拓展和 储备项目推进""为经营核心。公司前期储备的SNK 格斗IP 和奥特曼特色IP 实现产品化落地，IP 游戏 《全明星觉醒》《奥特曼：光之战士》相继上线；《三国志2017》《圣斗士星矢：重生》系列及《荣 耀新三国》等成熟产品继续贡献存量收入；《遮天世界》等储备项目持续推进调优；持续推进国际化战 略，依托经典IP 提升海外用户黏性，加速游戏出海。报告期内，公司采取“短、平、快”的游戏经营 策略，加快在研产品的变现效率，与上年同期相比，公司游戏业务收入实现稳步增长。同时，公司通过 优化内部管理、提高运营效率、加强成本管控等措施，改善了公司盈利能力。上半年公司实现营业收入 31,304.39 万元，同比增",程序初筛，重点公司产品另行人工复核
002425,凯撒文化,核心,奥特曼,2,11,据均达到公司预期。该产品预计将于下半年正式上线并开始贡献收入，进一步巩固 公司在SLG 领域的市场份额。 2、IP 业务 公司持续以精品IP 为核心推动价值释放，与日本集英社、东映动画、圆谷、SNK 等版权方保持合作， 已围绕《圣斗士星矢》《航海王》《幽游白书》《奥特曼》、SNK 经典格斗作品及《遮天》等取得游戏 改编或开发权益，覆盖动漫、特摄、经典游戏和网络文学等类型。 目前公司拥有《圣斗士星矢》《全明星觉醒》《奥特曼》《航海王》《幽游白书》等全球头部IP 资源，同时公司在国漫、小说等拥有多款人气IP 的游戏改编权，如《遮天》等，《遮天》是腾讯动漫 目前的主打动画作品之一，周播放量超5000 万，去重每周观看用,程序初筛，重点公司产品另行人工复核
002425,凯撒文化,核心,奥特曼：光之战士,2,10,"品持续完善和追求卓越的研发精神，视研发工作为推动公司发展的关键 动力，坚持研运一体化策略。上半年，公司围绕""新品上线转化、成熟产品稳健运营、海外市场拓展和 储备项目推进""为经营核心。公司前期储备的SNK 格斗IP 和奥特曼特色IP 实现产品化落地，IP 游戏 《全明星觉醒》《奥特曼：光之战士》相继上线；《三国志2017》《圣斗士星矢：重生》系列及《荣 耀新三国》等成熟产品继续贡献存量收入；《遮天世界》等储备项目持续推进调优；持续推进国际化战 略，依托经典IP 提升海外用户黏性，加速游戏出海。报告期内，公司采取“短、平、快”的游戏经营 策略，加快在研产品的变现效率，与上年同期相比，公司游戏业务收入实现稳步增长。同时，公司通过 优化内部管理、",程序初筛，重点公司产品另行人工复核
002425,凯撒文化,核心,幽游白书,2,11,测试，各项数据均达到公司预期。该产品预计将于下半年正式上线并开始贡献收入，进一步巩固 公司在SLG 领域的市场份额。 2、IP 业务 公司持续以精品IP 为核心推动价值释放，与日本集英社、东映动画、圆谷、SNK 等版权方保持合作， 已围绕《圣斗士星矢》《航海王》《幽游白书》《奥特曼》、SNK 经典格斗作品及《遮天》等取得游戏 改编或开发权益，覆盖动漫、特摄、经典游戏和网络文学等类型。 目前公司拥有《圣斗士星矢》《全明星觉醒》《奥特曼》《航海王》《幽游白书》等全球头部IP 资源，同时公司在国漫、小说等拥有多款人气IP 的游戏改编权，如《遮天》等，《遮天》是腾讯动漫 目前的主打动画作品之一，周播放量超5000 万，去重,程序初筛，重点公司产品另行人工复核
002425,凯撒文化,核心,航海王,2,11,动多轮测试，各项数据均达到公司预期。该产品预计将于下半年正式上线并开始贡献收入，进一步巩固 公司在SLG 领域的市场份额。 2、IP 业务 公司持续以精品IP 为核心推动价值释放，与日本集英社、东映动画、圆谷、SNK 等版权方保持合作， 已围绕《圣斗士星矢》《航海王》《幽游白书》《奥特曼》、SNK 经典格斗作品及《遮天》等取得游戏 改编或开发权益，覆盖动漫、特摄、经典游戏和网络文学等类型。 目前公司拥有《圣斗士星矢》《全明星觉醒》《奥特曼》《航海王》《幽游白书》等全球头部IP 资源，同时公司在国漫、小说等拥有多款人气IP 的游戏改编权，如《遮天》等，《遮天》是腾讯动漫 目前的主打动画作品之一，周播放量超500,程序初筛，重点公司产品另行人工复核
002425,凯撒文化,核心,三国志11,1,10,"万元，同比增长108.50%。公司 总资产288,928.37 万元，比上年末增长1.34%，归属于上市公司股东净资产247,236.37 万元，比上年 末增长0.21%。具体业务开展情况如下： 1、游戏业务 存量产品方面，改编自光荣特库摩正版授权经典IP 作品《三国志11》的《三国志2017》是一款 业内知名的SLG 手游，是公司的重磅主打游戏之一，该游戏上线后最高排名至畅销榜TOP5，并荣获十 多个行业高级奖项，曾成为年度最火手游之一。作为一款上线8 年多的强长线运营能力产品，2026 年 上半年，公司实施分层运营策略，通过版本更新、活动策划、用户召回和社群维护延长产品生命周期。 《三国志2017》上线以来全球累计流",程序初筛，重点公司产品另行人工复核
002425,凯撒文化,核心,关于部分募投项目延期的议案,1,20,程中相对谨慎，根据行业政策、市场环境及客户需求等变化适时调整项目研发方向，严格把控项目整体 和原因（含 质量，审慎推进项目实施进度，预计无法在计划时间达到预计可使用状态。因此，公司第八届董事会第 “是否达到 六次会议和第六届监事会第六次会议审议通过了《关于部分募投项目延期的议案》，根据公司募投项目 预计效益” 的实施情况，同意将2021 年非公开发行募集资金投资项目，“游戏研发及运营建设项目”和“代理游 选择“不适 戏海外发行项目” 的实施期限分别延长至2028 年3 月和2025 年12 月。其中公司的“代理游戏海外 用”的原 发行项目”2025 年12 月31 日已达到预计可使用状,程序初筛，重点公司产品另行人工复核
002425,凯撒文化,核心,航海王：集结,1,11,谷授权的《奥特曼：光之战士》分 别于2026 年1 月22 日和29 日上线，两款IP 精品新游带动公司上半年营收增长。后续公司将加快游戏 出海速度，陆续在海外市场上线运营。 产品储备方面，《遮天世界》已获版号并完成多轮测试，处于调优阶段；另外，由朝夕光年独家 代理的《航海王：集结》将进入新一轮的限量删档测试。同时公司将结合微信小游戏等新兴平台，以轻 量化产品验证玩法和投放模型，形成APP、小游戏与海外产品协同发展的产品梯队。 游戏运营方面，报告期内，公司重点在精细化运营、全球化拓展以及资产结构优化上发力，全面 落实“由规模优先向效率优先转变”的经营目标。首先，公司延续出海战略，上半年公司产品《荣耀家 族》推出日服和英文服；,程序初筛，重点公司产品另行人工复核
002425,凯撒文化,核心,荣耀新三国,1,10,年7 月《圣斗士星矢：重生2》在日本及东南亚上线，11 月进入欧美市 场，曾登顶法国、巴西、意大利等多国应用商店免费榜，成绩表现优异。公司持续开展本地化运营，该 产品的多地区发行实践有助于积累全球化发行经验。2021 年9 月上线由腾讯独家代理发行的三国社交 对抗策略类手游《荣耀新三国》，该游戏国服上线累计流水已超6 亿元。上述产品为公司积累了SLG 和 策略卡牌品类的长线运营经验。 10 ===== 第 11 页 =====,程序初筛，重点公司产品另行人工复核
002919,名臣健康,核心,锚点降临,3,9,近两年设立二级电商子公司，线上销售渠道取得较快增长。 （二）主要产品及其用途 1、游戏业务 公司拥有较强的技术开发能力和丰富的市场运营、管理经验，专注SLG、MMORPG、二次元等品类，并成功打造了 《王者国度》、《百龙霸业》、《镇魂街：天生为王》、《约战沙城》、《锚点降临》等内容丰富，类型、题材、风格 多样的游戏。近年来，公司在微信等游戏平台“小游戏畅销榜”有较好表现，《城主别慌张》、《最强斗王》、《几何 王国》、《豌豆大作战》、《魔都之战》等小程序游戏都曾获得较为靠前的排名。目前，公司游戏发行业务也已经具有 一定规模，同时也对外承接代理发行业务，在公司产品自研自发的基础上进一步增强公司的行业竞争力。 2、日化业务,程序初筛，重点公司产品另行人工复核
002919,名臣健康,核心,城主别慌张,2,9,有较强的技术开发能力和丰富的市场运营、管理经验，专注SLG、MMORPG、二次元等品类，并成功打造了 《王者国度》、《百龙霸业》、《镇魂街：天生为王》、《约战沙城》、《锚点降临》等内容丰富，类型、题材、风格 多样的游戏。近年来，公司在微信等游戏平台“小游戏畅销榜”有较好表现，《城主别慌张》、《最强斗王》、《几何 王国》、《豌豆大作战》、《魔都之战》等小程序游戏都曾获得较为靠前的排名。目前，公司游戏发行业务也已经具有 一定规模，同时也对外承接代理发行业务，在公司产品自研自发的基础上进一步增强公司的行业竞争力。 2、日化业务 公司主要品牌包括蒂花之秀、美王、初萃、盈蔻、高新康效、依采、力效等，产品覆盖头发头皮健康护理、皮肤健 康,程序初筛，重点公司产品另行人工复核
002919,名臣健康,核心,王者国度,2,9,费者，努力为消费者提供安全、健康、天然的高品质消费体验。公司 近两年设立二级电商子公司，线上销售渠道取得较快增长。 （二）主要产品及其用途 1、游戏业务 公司拥有较强的技术开发能力和丰富的市场运营、管理经验，专注SLG、MMORPG、二次元等品类，并成功打造了 《王者国度》、《百龙霸业》、《镇魂街：天生为王》、《约战沙城》、《锚点降临》等内容丰富，类型、题材、风格 多样的游戏。近年来，公司在微信等游戏平台“小游戏畅销榜”有较好表现，《城主别慌张》、《最强斗王》、《几何 王国》、《豌豆大作战》、《魔都之战》等小程序游戏都曾获得较为靠前的排名。目前，公司游戏发行业务也已经具有 一定规模，同时也对外承接代理发行业务，在公司产品,程序初筛，重点公司产品另行人工复核
002919,名臣健康,核心,百龙霸业,2,9,费者提供安全、健康、天然的高品质消费体验。公司 近两年设立二级电商子公司，线上销售渠道取得较快增长。 （二）主要产品及其用途 1、游戏业务 公司拥有较强的技术开发能力和丰富的市场运营、管理经验，专注SLG、MMORPG、二次元等品类，并成功打造了 《王者国度》、《百龙霸业》、《镇魂街：天生为王》、《约战沙城》、《锚点降临》等内容丰富，类型、题材、风格 多样的游戏。近年来，公司在微信等游戏平台“小游戏畅销榜”有较好表现，《城主别慌张》、《最强斗王》、《几何 王国》、《豌豆大作战》、《魔都之战》等小程序游戏都曾获得较为靠前的排名。目前，公司游戏发行业务也已经具有 一定规模，同时也对外承接代理发行业务，在公司产品自研自发的基础,程序初筛，重点公司产品另行人工复核
002919,名臣健康,核心,约战沙城,2,9,体验。公司 近两年设立二级电商子公司，线上销售渠道取得较快增长。 （二）主要产品及其用途 1、游戏业务 公司拥有较强的技术开发能力和丰富的市场运营、管理经验，专注SLG、MMORPG、二次元等品类，并成功打造了 《王者国度》、《百龙霸业》、《镇魂街：天生为王》、《约战沙城》、《锚点降临》等内容丰富，类型、题材、风格 多样的游戏。近年来，公司在微信等游戏平台“小游戏畅销榜”有较好表现，《城主别慌张》、《最强斗王》、《几何 王国》、《豌豆大作战》、《魔都之战》等小程序游戏都曾获得较为靠前的排名。目前，公司游戏发行业务也已经具有 一定规模，同时也对外承接代理发行业务，在公司产品自研自发的基础上进一步增强公司的行业竞争力。,程序初筛，重点公司产品另行人工复核
002919,名臣健康,核心,豌豆大作战,2,9,专注SLG、MMORPG、二次元等品类，并成功打造了 《王者国度》、《百龙霸业》、《镇魂街：天生为王》、《约战沙城》、《锚点降临》等内容丰富，类型、题材、风格 多样的游戏。近年来，公司在微信等游戏平台“小游戏畅销榜”有较好表现，《城主别慌张》、《最强斗王》、《几何 王国》、《豌豆大作战》、《魔都之战》等小程序游戏都曾获得较为靠前的排名。目前，公司游戏发行业务也已经具有 一定规模，同时也对外承接代理发行业务，在公司产品自研自发的基础上进一步增强公司的行业竞争力。 2、日化业务 公司主要品牌包括蒂花之秀、美王、初萃、盈蔻、高新康效、依采、力效等，产品覆盖头发头皮健康护理、皮肤健 康护理、口腔健康护理以及家居护理等，其中蒂花之秀和,程序初筛，重点公司产品另行人工复核
002919,名臣健康,核心,镇魂街：天生为王,2,9,健康、天然的高品质消费体验。公司 近两年设立二级电商子公司，线上销售渠道取得较快增长。 （二）主要产品及其用途 1、游戏业务 公司拥有较强的技术开发能力和丰富的市场运营、管理经验，专注SLG、MMORPG、二次元等品类，并成功打造了 《王者国度》、《百龙霸业》、《镇魂街：天生为王》、《约战沙城》、《锚点降临》等内容丰富，类型、题材、风格 多样的游戏。近年来，公司在微信等游戏平台“小游戏畅销榜”有较好表现，《城主别慌张》、《最强斗王》、《几何 王国》、《豌豆大作战》、《魔都之战》等小程序游戏都曾获得较为靠前的排名。目前，公司游戏发行业务也已经具有 一定规模，同时也对外承接代理发行业务，在公司产品自研自发的基础上进一步增强公司的行业,程序初筛，重点公司产品另行人工复核
002919,名臣健康,核心,魔都之战,2,9,ORPG、二次元等品类，并成功打造了 《王者国度》、《百龙霸业》、《镇魂街：天生为王》、《约战沙城》、《锚点降临》等内容丰富，类型、题材、风格 多样的游戏。近年来，公司在微信等游戏平台“小游戏畅销榜”有较好表现，《城主别慌张》、《最强斗王》、《几何 王国》、《豌豆大作战》、《魔都之战》等小程序游戏都曾获得较为靠前的排名。目前，公司游戏发行业务也已经具有 一定规模，同时也对外承接代理发行业务，在公司产品自研自发的基础上进一步增强公司的行业竞争力。 2、日化业务 公司主要品牌包括蒂花之秀、美王、初萃、盈蔻、高新康效、依采、力效等，产品覆盖头发头皮健康护理、皮肤健 康护理、口腔健康护理以及家居护理等，其中蒂花之秀和美王为公司主打,程序初筛，重点公司产品另行人工复核
002919,名臣健康,核心,几何王国,1,11,"打造出具有良好艺术品味、娱乐体验的精品游戏， 已研发并上市运行的有《王者国度》、《百龙霸业》、《镇魂街：天生为王》、《约战沙城》、《锚点降临》等游戏产 品,其中《锚点降临》为公司自有独立IP 作品，具有一定独立IP 周边产品的开发潜力。小游戏《城主别慌张》、《最强 斗王》、《几何王国》、《豌豆大作战》、《魔都之战》等都曾获得微信等游戏平台较为靠前或畅销榜的排名。目前公 司已形成一定梯度且相当数量的产品储备，将在产品成熟后择机陆续推向市场。 2、适应市场，主动求变，调整市场运营模式，降本增效 基于游戏行业环境变化的判断，公司把增强企业行业竞争力和提升企业应对市场环境变化能力提升到重要位置，在 进一步加强app 端大型手游的研",程序初筛，重点公司产品另行人工复核
002919,名臣健康,核心,最强斗王,1,9,能力和丰富的市场运营、管理经验，专注SLG、MMORPG、二次元等品类，并成功打造了 《王者国度》、《百龙霸业》、《镇魂街：天生为王》、《约战沙城》、《锚点降临》等内容丰富，类型、题材、风格 多样的游戏。近年来，公司在微信等游戏平台“小游戏畅销榜”有较好表现，《城主别慌张》、《最强斗王》、《几何 王国》、《豌豆大作战》、《魔都之战》等小程序游戏都曾获得较为靠前的排名。目前，公司游戏发行业务也已经具有 一定规模，同时也对外承接代理发行业务，在公司产品自研自发的基础上进一步增强公司的行业竞争力。 2、日化业务 公司主要品牌包括蒂花之秀、美王、初萃、盈蔻、高新康效、依采、力效等，产品覆盖头发头皮健康护理、皮肤健 康护理、口腔健康,程序初筛，重点公司产品另行人工复核
002919,名臣健康,核心,检测和校准实验室能力的通用要求,1,12,级实验室认可证书（CNAS 认证），建成广东省生物工程技术研究中心和广东省企业技术中心等省内 高水平的研发创新平台，已跻身本土日化企业研发的前列，进入了以皮肤和头发问题为研究导向并寻找解决策略和方案 的新阶段。此外，公司检测中心经审查已符合ISO/IEC 17025：2005《检测和校准实验室能力的通用要求》（CNAS-CL01 《检测和校准实验室能力认可准则》）的要求，并由中国合格评定国家认可委员会（CNAS）颁发认可证书名臣健康检测 中心（注册号：CNAS L9020），检测中心的检测能力和水准已经达到国内领先标准。截至报告期末，公司日化业务拥有 1195 项自主知识产权的商标、56 项技术发明及81 项外观专利、71 项著作版权，并参与了多项国家、行,程序初筛，重点公司产品另行人工复核
300299,富春股份,核心,秦时明月,6,10,和升级，从而推动游戏行业实现研发、生产、体验 全维度革新，激活高质量发展动能。 公司数字文化业务以上海骏梦为运营主体，以移动游戏为主要载体，坚持精品化、出 海化发展路径，输出高质量数字文化内容，移动游戏业务持续坚持“精品研运+知名IP” 战略，目前拥有《仙境传说RO》《秦时明月》等众多优秀IP。近年来，上海骏梦充分利 用在游戏IP 运营、研运一体、产品出海等方面的丰富经验，除深耕国内市场外，积极布局 东南亚、韩国、日本、欧美等地区。 2、通信信息行业 2026 年上半年，在“十五五”开局与人工智能深度渗透的双重驱动下，我国通信技术 服务行业正从传统的“规模基建”模式加速向“新质生产力底座”全面跃迁。基础设施建,程序初筛，重点公司产品另行人工复核
300299,富春股份,核心,仙境传说RO,3,10,验场景等不断优化和升级，从而推动游戏行业实现研发、生产、体验 全维度革新，激活高质量发展动能。 公司数字文化业务以上海骏梦为运营主体，以移动游戏为主要载体，坚持精品化、出 海化发展路径，输出高质量数字文化内容，移动游戏业务持续坚持“精品研运+知名IP” 战略，目前拥有《仙境传说RO》《秦时明月》等众多优秀IP。近年来，上海骏梦充分利 用在游戏IP 运营、研运一体、产品出海等方面的丰富经验，除深耕国内市场外，积极布局 东南亚、韩国、日本、欧美等地区。 2、通信信息行业 2026 年上半年，在“十五五”开局与人工智能深度渗透的双重驱动下，我国通信技术 服务行业正从传统的“规模基建”模式加速向“新质生产力底座”全面跃迁。基,程序初筛，重点公司产品另行人工复核
300299,富春股份,核心,仙境传说RO：新世代的诞生,1,12,"化文化出海布局，研运一体化能力持续验证 报告期内，公司秉持精品IP 深耕、研运一体的经营理念，持续推进“文化出海”战 略，游戏业务实现营业收入1.43 亿元，同比增长21.34%；净利润4,252.74 万元，同比增 长1,207.05%。 报告期内，公司自研核心产品《仙境传说RO：新世代的诞生》累计实现总流水3.92 亿元。子公司上海骏梦持续推进全球化发行布局，该产品先后登陆欧洲、中东等新兴区 域，上线即登顶德国、法国、意大利、英国、波兰、希腊等16 个国家免费游戏榜榜首， 快速完成区域用户渗透与市场覆盖；产品用户留存、付费结构等核心运营指标均处于同品 类出海项目领先水平，长线运营基本面扎实稳固。公司后续将通过投放策略优化、版本内 容迭代",程序初筛，重点公司产品另行人工复核
300299,富春股份,核心,仙境传说：复兴,1,11,块：IP 运营、研运一体化 公司持续深化“精品游戏+知名IP”战略，目前拥有《仙境传说RO》《秦时明月》 《梦幻龙族》等众多优秀IP。作为资深游戏企业，公司具备丰富的游戏IP 运营与研发经 验，成功推出多款精品游戏。公司已在国内外成功研发、运营《秦时明月》《霹雳江湖》 《仙境传说：复兴》《仙境传说：新世代的诞生》等多款游戏产品。 3、通信信息板块：深厚的行业积淀及优质的客户资源 公司为国内通信技术服务行业领先的民营企业，拥有咨询甲级、设计甲级、勘察甲级、 电子与智能化一级、通信工程总承包二级、CMMI3 等资质。服务对象涵盖通信运营商及 政府、公安、医院等客户，提供有线通信、无线通信、数据交换等网络规划设计及各类智 慧城市,程序初筛，重点公司产品另行人工复核
300299,富春股份,核心,仙境传说：新世代的诞生,1,11,运一体化 公司持续深化“精品游戏+知名IP”战略，目前拥有《仙境传说RO》《秦时明月》 《梦幻龙族》等众多优秀IP。作为资深游戏企业，公司具备丰富的游戏IP 运营与研发经 验，成功推出多款精品游戏。公司已在国内外成功研发、运营《秦时明月》《霹雳江湖》 《仙境传说：复兴》《仙境传说：新世代的诞生》等多款游戏产品。 3、通信信息板块：深厚的行业积淀及优质的客户资源 公司为国内通信技术服务行业领先的民营企业，拥有咨询甲级、设计甲级、勘察甲级、 电子与智能化一级、通信工程总承包二级、CMMI3 等资质。服务对象涵盖通信运营商及 政府、公安、医院等客户，提供有线通信、无线通信、数据交换等网络规划设计及各类智 慧城市数字赋能服务。公司曾先后主,程序初筛，重点公司产品另行人工复核
300299,富春股份,核心,梦幻龙族,1,11,建相关信息化、数字化业务，扩大业务规模，提升市场竞争力。移动游戏板块，依托精品 化研发与海外成功运营经验，积极拓展文化科技业务，提升行业影响力。 2、移动游戏板块：IP 运营、研运一体化 公司持续深化“精品游戏+知名IP”战略，目前拥有《仙境传说RO》《秦时明月》 《梦幻龙族》等众多优秀IP。作为资深游戏企业，公司具备丰富的游戏IP 运营与研发经 验，成功推出多款精品游戏。公司已在国内外成功研发、运营《秦时明月》《霹雳江湖》 《仙境传说：复兴》《仙境传说：新世代的诞生》等多款游戏产品。 3、通信信息板块：深厚的行业积淀及优质的客户资源 公司为国内通信技术服务行业领先的民营企业，拥有咨询甲级、设计甲级、勘察甲级、,程序初筛，重点公司产品另行人工复核
300299,富春股份,核心,霹雳江湖,1,11,2、移动游戏板块：IP 运营、研运一体化 公司持续深化“精品游戏+知名IP”战略，目前拥有《仙境传说RO》《秦时明月》 《梦幻龙族》等众多优秀IP。作为资深游戏企业，公司具备丰富的游戏IP 运营与研发经 验，成功推出多款精品游戏。公司已在国内外成功研发、运营《秦时明月》《霹雳江湖》 《仙境传说：复兴》《仙境传说：新世代的诞生》等多款游戏产品。 3、通信信息板块：深厚的行业积淀及优质的客户资源 公司为国内通信技术服务行业领先的民营企业，拥有咨询甲级、设计甲级、勘察甲级、 电子与智能化一级、通信工程总承包二级、CMMI3 等资质。服务对象涵盖通信运营商及 政府、公安、医院等客户，提供有线通信、无线通信、数据交换等网络规划,程序初筛，重点公司产品另行人工复核
300043,星辉娱乐,核心,三国群英传：策定九州,4,12,质玩具产品远销120 多个国家和地区。 （2）游戏业务 公司游戏业务已发展成为研运一体的综合性网络游戏运营商，在细分领域形成了古风策略类及放置 类两个优势产品群，先后研发与发行《三国群英传-霸王之业》《战地无疆》《霸王之野望》《苍之纪 元》《枫之谷R：经典新定义》《三国群英传：策定九州》《仙境传说：破晓》等多款精品游戏，并拥 有《三国群英传》《仙境传说》《斗破苍穹》《冒险岛》《盗墓笔记》《庆余年》等多款IP 授权。 公司秉持产品系列化、市场国际化、发行品牌化的战略布局，借助自身在游戏行业的全产业链优势， 建立了完善的游戏发行业务体系，除了中国大陆和中国港澳台，还覆盖至日韩、东南亚、欧美等多个国 家和地区，并连续四届被评为“国家文,程序初筛，重点公司产品另行人工复核
300043,星辉娱乐,核心,仙境传说：破晓,4,12,个国家和地区。 （2）游戏业务 公司游戏业务已发展成为研运一体的综合性网络游戏运营商，在细分领域形成了古风策略类及放置 类两个优势产品群，先后研发与发行《三国群英传-霸王之业》《战地无疆》《霸王之野望》《苍之纪 元》《枫之谷R：经典新定义》《三国群英传：策定九州》《仙境传说：破晓》等多款精品游戏，并拥 有《三国群英传》《仙境传说》《斗破苍穹》《冒险岛》《盗墓笔记》《庆余年》等多款IP 授权。 公司秉持产品系列化、市场国际化、发行品牌化的战略布局，借助自身在游戏行业的全产业链优势， 建立了完善的游戏发行业务体系，除了中国大陆和中国港澳台，还覆盖至日韩、东南亚、欧美等多个国 家和地区，并连续四届被评为“国家文化出口重点企业”。,程序初筛，重点公司产品另行人工复核
300043,星辉娱乐,核心,三国群英传,3,12,公司游戏业务已发展成为研运一体的综合性网络游戏运营商，在细分领域形成了古风策略类及放置 类两个优势产品群，先后研发与发行《三国群英传-霸王之业》《战地无疆》《霸王之野望》《苍之纪 元》《枫之谷R：经典新定义》《三国群英传：策定九州》《仙境传说：破晓》等多款精品游戏，并拥 有《三国群英传》《仙境传说》《斗破苍穹》《冒险岛》《盗墓笔记》《庆余年》等多款IP 授权。 公司秉持产品系列化、市场国际化、发行品牌化的战略布局，借助自身在游戏行业的全产业链优势， 建立了完善的游戏发行业务体系，除了中国大陆和中国港澳台，还覆盖至日韩、东南亚、欧美等多个国 家和地区，并连续四届被评为“国家文化出口重点企业”。 （二）行业发展状况 2,程序初筛，重点公司产品另行人工复核
300043,星辉娱乐,核心,三国群英传-霸王之业,3,12,p Toy 等线下终端，以及亚马逊、天猫、京东、得物等线上平台，总计有超过400 款优 质玩具产品远销120 多个国家和地区。 （2）游戏业务 公司游戏业务已发展成为研运一体的综合性网络游戏运营商，在细分领域形成了古风策略类及放置 类两个优势产品群，先后研发与发行《三国群英传-霸王之业》《战地无疆》《霸王之野望》《苍之纪 元》《枫之谷R：经典新定义》《三国群英传：策定九州》《仙境传说：破晓》等多款精品游戏，并拥 有《三国群英传》《仙境传说》《斗破苍穹》《冒险岛》《盗墓笔记》《庆余年》等多款IP 授权。 公司秉持产品系列化、市场国际化、发行品牌化的战略布局，借助自身在游戏行业的全产业链优势， 建立了完善的游戏发行业务体系，除了中国,程序初筛，重点公司产品另行人工复核
300043,星辉娱乐,核心,冒险岛,3,12,网络游戏运营商，在细分领域形成了古风策略类及放置 类两个优势产品群，先后研发与发行《三国群英传-霸王之业》《战地无疆》《霸王之野望》《苍之纪 元》《枫之谷R：经典新定义》《三国群英传：策定九州》《仙境传说：破晓》等多款精品游戏，并拥 有《三国群英传》《仙境传说》《斗破苍穹》《冒险岛》《盗墓笔记》《庆余年》等多款IP 授权。 公司秉持产品系列化、市场国际化、发行品牌化的战略布局，借助自身在游戏行业的全产业链优势， 建立了完善的游戏发行业务体系，除了中国大陆和中国港澳台，还覆盖至日韩、东南亚、欧美等多个国 家和地区，并连续四届被评为“国家文化出口重点企业”。 （二）行业发展状况 2026 年3 月，《中华人民共和国,程序初筛，重点公司产品另行人工复核
300043,星辉娱乐,核心,战地无疆,3,12,以及亚马逊、天猫、京东、得物等线上平台，总计有超过400 款优 质玩具产品远销120 多个国家和地区。 （2）游戏业务 公司游戏业务已发展成为研运一体的综合性网络游戏运营商，在细分领域形成了古风策略类及放置 类两个优势产品群，先后研发与发行《三国群英传-霸王之业》《战地无疆》《霸王之野望》《苍之纪 元》《枫之谷R：经典新定义》《三国群英传：策定九州》《仙境传说：破晓》等多款精品游戏，并拥 有《三国群英传》《仙境传说》《斗破苍穹》《冒险岛》《盗墓笔记》《庆余年》等多款IP 授权。 公司秉持产品系列化、市场国际化、发行品牌化的战略布局，借助自身在游戏行业的全产业链优势， 建立了完善的游戏发行业务体系，除了中国大陆和中国港,程序初筛，重点公司产品另行人工复核
300043,星辉娱乐,核心,三国：天命再临,2,15,"13 ===== 第 15 页 ===== 2026 年上半年，公司游戏业务实现主营业务收入3.14 亿元，占营业总收入的60.69%；实现净利润 7,827.76 万元，同比大幅增长957.09%。报告期内，《战地无疆》《仙境传说：破晓》《冒险岛：枫之 新篇》《三国：天命再临》等多款游戏在境内外上线，且存量游戏维持稳定流水贡献，游戏业务净利润 同比稳步提升。 深耕长线精品运营，完善全球化游戏管线布局。公司持续深耕长青游戏产品，聚焦策略类核心优 势赛道巩固竞争优势。报告期内，针对运营周期较长的存量游戏，公司持续迭代版本内容，常态化推出 主题玩法、节日限定活动，搭建分层商业化运营体系，持续激活存量用户，提升用户活跃度与付费",程序初筛，重点公司产品另行人工复核
